Item_ID	Prefix	Noun	Verb	Habitual	Sentence	Context
57106:34	someone	someone	is	someone	and, there's a notion that somehow, if someone isn't as much as a government person, they're less corrupt and they're more likely *-1 to be good which *t*-2 is really strange,	###yeah,###well their job is * to be reelected *-1, by in large,###and, so they work on that job.###and there's also an antigovernment mood in the country, you know, where government is misspending your dollars *t*-1### and, and they're all fools,###and you know, * throw, throw the bastards out,###that kind of thing.###speakerb108.###right.###speakera109.
57112:6	t i	i	is	i	t i is a very casual atmosphere.	###that kind of thing.###speakerb108.###right.###speakera109.###and, there's a notion that somehow, if someone isn't as much as a government person, they're less corrupt and they're more likely *-1 to be good which *t*-2 is really strange,###because, i mean, if i'm hiring a plumber, i want a real plumber,###i want someone trained * in,###speakera1.###okay, uh,###i was just trying *-1 to think about how i, how i dress for work *t*-2, you know,
57125:17	most everybody	everybody	wears	everybody	and then on friday most everybody wears jeans, jeans and sweatshirts, or, you know, jeans and blouses or something like that.	###speakera3.###and, uh, what i usually do *t*-1 on the weekend is, is * lay out five outfits###and, uh, on monday i, i wear the, the worst looking one. because it doesn't seem like people are really, ar-, you know, are that alive on monday, you know,###speakerb4.###speakera5.###so.###speakerb6.###yeah.###speakera7.###and then progressively through the week, i'll, i'll wear nicer looking things
57151:4	college	college	is	college	college is so casual,	###um, i work in the computer lab at school###so i can just wear whatever i have *t*-1 on for school,### an, and, um, and really it's,###i try *-1 to dre-, dress *-2 presentable but very comfortable.###speakera11.###right.###speakerb12.###like, um, in the warm weather it's always shorts and a t-shirt or a button up or something like that###and then in the winter time it's jeans or, or pants.###i usually, uh, you know,
57222:11	t i	i	is	i	oh, t i is everywhere.	###speakera37.###oh.###speakerb38.###and he'll be over there until july first *-1 setting up some kind of computers for them.###speakera39.###i see.###speakerb40.### over in t, i mean for t i but over in italy.###speakera41.###yeah,
57366:8	my child	child	is	child	and my child is going *-1 to,	###and then, * seems like every time 0 she turned around *t*-1 he was outgrowing stuff.###speakerb90.###uh-huh.###speakera91.###and she finally learned that you just can not do this, you know.###so now she finds the basement sales and, just like, you know, everybody else.###speakerb92.###that's the best way 0 * to shop *t*-1.###i mean, i always thought 0 my mom was being mean to me###but i look back at it now
57386:91	the quality	quality	is	quality	if you, if you, if you're not buying the most expensive clothes out there the, the quality is really not that great, you know, for the price that you pay *t*-1.	###and you,###speakerb96.###i try *-1 to, uh, always catch the sales.###speakera97.###right.###speakerb98.###always.###speakera99.###and, yeah,###and you just have *-1 to keep *-2 buying them, you know.
57454:8	t j max	max	does	max	t j max does that,	###yeah,###um, they don't really buy the first quality,###they buy the second.###and, uh, places like j c penney's that they'll reject the seconds,###they'll send them back every time.###speakerb122.###uh-huh.###speakera123.###but places like ross * dress for less and, uh, t j max.###speakerb124.
57484:16	the fuel injection system	system	breaks	system	and if the fuel injection system breaks down, there's no way in the world 0 you're going *-1 to work on that *t*-2.	###i know what you mean *t*-1.###speakerb4.###so, you know, * changing the oil, changing the spark plugs###and most of them now, you know, you don't go through the ignition stuff anymore because that's all solid state or, or fuel injected###speakera5.###yeah,###or fuel injected,###and so there's,###speakerb6.###so there goes the carburetor
57580:73	a diesel	diesel	is	diesel	i think 0 the onl-, closest thing 0 i've come *t*-2 to, to a diesel is, 0 i've worked for a tractor repair shop, uh, when i was in high school *t*-1	###i don't think 0 i'd know where * to start *t*-1 with a diesel.###speakerb34.###oh, well, it, you know, i-,###diesels don't require mechanics,###they require plumbers.###speakera35.###well that's true.###speakerb36.###and, uh,.###speakera37.
57609:21	the diesel	diesel	has	diesel	the, the diesel has almost fallen into unpopular status.	###i've had a lot of good service out of that car,###but, uh, uh, i finally gave it to my son###and he drove it literally into the ground, you know.###speakera45.###yeah.###speakerb46.###he was out at tech###and he, he finished it off.###speakera47.### i'm, i guess 0 you're right
57714:47	all this stuff	stuff	goes	stuff	like you say it takes a plumber *-1 to figure out where all this stuff goes *t*-2.	###and there was basically nothing in there but an engine, and a few things.###speakerb80.###uh-huh,###uh-huh.###speakera81.###now, you open the hood###and it's scary.###speakerb82.###yeah.###speakera83.
57775:10	all that stuff	stuff	loads	stuff	and all that stuff loads the motor down.	###speakera103.###right.###speakerb104.###speakera105.###yeah###the anti-smog pumps.###speakerb106.###and all the anti-smog stuff.###and, uh, boy that *ich*-1 *ich*-2 was, uh, really a mess back under there under the, in that van.###speakera107.
57886:15	my husband	husband	is	husband	and, uh, my husband is a vietnam veteran	###and i'm not sure 0 that's our role,###but.###speakerb8.###yeah,### i, i agree with that,### i was, i was fairly young at the time too,### i, i really don't have very many memories about it at all, in fact.###speakera9.###uh-huh.###speakerb10.
57927:27	the persian gulf crisis	crisis	is	crisis	and i have a feeling that the persian gulf crisis is going *-1 to be the same way.	###speakerb20.###no,###i don't think 0 you can *?*###and i, i agree with you that i, i think that the, the time difference between the two wars has allowed a lot of people to see the mistakes that *t*-1 were made *-2 in, in, in every aspect of it###and i, i agree with you also, that i feel like it *exp*-1 was not worth the money spent * or the lives lost * * to fight that war.###i mean they're still not settled *-1 over there.###speakera21.###no,###they're not *?*.###speakerb22.
57934:16	president bush	bush	is	bush	i feel like president bush is in a hard spot.	###no,###they're not *?*.###speakerb22.###and i have a feeling that the persian gulf crisis is going *-1 to be the same way.###speakera23.###yeah.###speakerb24.###i think 0 we're going *-1 to end up back there in a few years or, if, if not sooner.###speakera25.###well i, i appreciate the fa-,
58021:13	good	good	has	good	a lot of good has come from this one.	###speakerb56.###right.###speakera57.### an, uh, and i think 0 that's good, you know,###speakerb58.###yeah.###speakera59.###i think 0 that's a good,###speakerb60.###yeah,
58071:46	this country	country	has	country	like i feel like right now, i feel like this country has been behind this war.	###who *t*-1 knows.###speakerb76.###yeah,###that's true.###speakera77.###and, i, i think 0 you're right,###uh, i think 0 you're right there.###um, i do remember when it was over *t*-1.###i remember when they were coming home *t*-1.###uh, but, i remember the feeling back then, you know,
58240:6	an inch	inch	is	inch	an inch is two point fifty-four centimeters,	###well i've lived both in the united states and, and in a country where they do use the metric system *t*-1### and, uh, so i've, i've lived with mumblex pounds and inches and found it *exp*-1 really quite easy * to convert over.###um, the secret seeming to me * to be * to not bother ever *-2 converting inches to centimeters and, pounds to kilom-, uh, uh, kilograms,###speakerb14.###right.###speakera15.###speakerb16.###that's right.###speakera17.###and, i think 0 that's what *t*-1 hung people up the most is 0 they went now * wait a minute,
58248:8	the problem	problem	is	problem	and the problem is that we tried *-1 to convert everything from inches to centimeters * preserving basically the inches but expressing them as centimeters rather than * saying no, a centimeter is about the width of your thumbnail, or whatever, and, you know, and leaving it at that	###speakera17.###and, i think 0 that's what *t*-1 hung people up the most is 0 they went now * wait a minute,###an inch is two point fifty-four centimeters,###speakerb18.###right.###speakera19.###how on earth am i every going *-1 to do the math *t*-2?###speakerb20.###right.###speakera21.
